"Internal_node_number","Environmental_PC1","Environmental_PC2","Environmental_PC3","Environmental_PC4","Environmental_PC5","Speciation_rates","Host_use_evolution_PC_1","Host_use_evolution_PC_2","Host_use_breadth_evolution"
557,-5.391207705,3.230817119,-5.5064502,3.215193445,3.026001313,1.358353982,-1.190796763,1.433486372,-0.404612351
558,-2.551336491,-2.145117718,-2.029394378,-2.185486583,1.084675916,-1.591980798,-6.29769287,1.472113832,-2.83819269
559,-25.89396153,-1.72614625,4.349241838,2.40496231,2.045355963,4.808812897,1.267639883,1.164230446,1.302837979
560,-39.3542694,-0.14759825,-3.8115825,-3.356871376,-2.229960337,0.648267919,2.480442814,3.313286038,1.949541127
561,-12.76310309,2.678306366,-6.000324591,-5.055363388,1.696054671,1.07684433,-6.458050241,0.053457463,1.936410407
562,-37.18421184,1.778392775,-2.091349766,0.09233211,-0.346402217,-2.522267212,2.939939419,1.13562357,1.118548555
563,7.737114509,-2.03091984,-5.288167288,-5.250230668,-3.474190561,-3.404248283,-3.069754878,-2.956210605,-1.398630135
564,114.5506307,-1.593094099,-0.252747788,-1.988897766,1.835644427,-2.537633005,-1.448023343,-2.666108679,-4.295611599
565,319.8164193,-0.445088349,-3.051055725,-0.158170008,-3.615283198,-4.949134,2.317462533,2.879959101,1.396553645
566,-2.553179281,0.235408504,3.684465275,-1.596027419,-4.809897196,-0.016360995,-1.790574187,-1.273141501,-2.151246567
567,14.94325697,-8.182331993,-4.894691579,-1.997665827,-7.649785533,-4.468270548,-5.25856977,-10.49270024,-3.006407048
568,-2.189478635,3.761087873,1.329750624,-2.030681943,1.739574222,-1.642896159,4.807433457,2.140483418,-0.027494379
569,-14.1687528,5.872717255,4.844062611,8.321076784,-3.850958354,1.53536376,4.021392486,-0.279257031,6.817380693
570,-39.94617357,-2.674927571,-17.85876114,-15.31968067,-28.47220798,-10.23674203,-21.64081312,-12.40118861,-8.994487709
571,-12.47538316,3.593490903,2.979008712,-0.824685608,-0.850177689,1.145533646,-1.647931585,-1.573730125,-0.077991301
572,5.646107266,2.183994934,-1.024232681,4.592877242,3.9819543,3.322172548,-0.428930626,5.58707894,1.360490145
573,2.40734921,-4.83963925,0.126997334,0.656095468,-6.596416618,-1.946383343,-0.909751436,-0.826695301,-0.993165266
574,-2.850067653,3.096719545,0.680692591,-0.590964997,-2.222701081,-1.097994029,-3.011154791,-2.255358269,-2.08650683
575,216.9847538,-1.105751036,-0.233079361,-0.990559432,-0.463150522,0.54306687,0.72016951,0.084735886,0.107663184
576,59.46520715,0.039263254,-2.021145139,-0.078406889,-1.993670274,-2.254344369,-0.84192616,-3.388377737,-0.878240779
577,541.4891225,0.736483475,2.582320322,1.89160611,0.863893117,1.44107478,0.82798531,0.4996863,0.889979756
578,-5.695626648,-3.788655388,0.019833945,-0.631778163,-1.83610782,-2.07499166,-0.7345056,0.858446325,2.194819662
579,6.468086864,-5.913513007,-1.010044551,-5.81899332,-0.67945156,-4.786888118,-5.652324093,-6.333852858,-4.827324802
580,-6.125198058,-9.3093484,-0.162284578,-5.94166478,-2.03160936,3.267110947,-4.84440568,9.277614011,9.103297459
581,14.38492186,-4.448174192,-3.217240958,2.439130219,-6.029756208,-4.584124574,-11.38429537,-7.933763494,-8.33757077
582,-5.940321387,-8.273915969,-17.58801151,-7.740877635,-10.05130411,-9.465179409,-18.444054,-18.04706488,-8.142125626
583,-6.197074463,0.235213505,0.92936633,3.280867886,-2.129214323,-1.862309308,0.584008186,1.770933292,-0.338526879
584,5.698354497,-1.620465215,0.902245541,-1.171325284,3.192563433,1.602608943,-0.853703321,-1.425317071,-1.050764439
585,-18.55159771,-2.251845433,-18.71435499,-6.901572187,-1.007091615,-17.10522003,0.647068481,-3.776629239,-11.02883588
586,-8.429233837,4.271182767,7.153850105,5.502645494,19.39477251,8.805013709,-1.553866196,-1.67520387,5.78506263
587,-96.47940088,-5.112991951,0.009801064,-1.85633428,4.437237445,-5.03548543,-1.477913765,-4.548988199,-1.234398077
588,5.192965134,-2.126138719,-2.713777497,-10.32574303,-6.740754319,-7.15945346,-2.282635703,-3.623056,-4.034881259
589,4.335535087,1.360084455,-4.395891685,3.616820279,-2.611216956,-2.29784611,-4.506681685,-2.648805599,-2.759392075
590,-3.531906655,-0.913127188,-2.441074347,-5.736568205,-6.082658933,-3.30133575,-3.924623278,1.269925546,-2.72564221
591,6.297175626,0.235526056,-0.59334458,0.008671153,0.425847579,0.068084653,0.745661693,0.577506307,0.013128585
592,205.974152,0.76237156,1.062983761,1.150550393,0.620985373,0.295254723,0.731125887,0.967149119,0.530201426
593,-143.5726309,0.045823637,0.00172532,0.621902388,1.127344017,1.184876974,-0.606529825,-2.362923749,0.440477834
594,-62.62378293,2.107238372,1.072947151,0.827331004,-0.532165443,1.464244312,1.648553391,0.257384661,1.303628324
595,67.27352888,1.90889826,1.443989509,0.725986397,3.042230542,0.953416506,1.55503945,1.413491753,-0.141421193
596,128.8866751,-2.67443669,-3.314171695,-2.231408915,-4.054138268,-3.423285375,-3.986674477,-1.763732088,-2.156749505
597,305.9748289,-0.499075582,0.044525036,1.087218793,-0.16516592,-1.559602507,-1.933159397,-3.734881663,-4.028115408
598,-114.7891767,-1.257298175,0.047864806,-0.760952838,0.164116334,-0.194578,-2.550061162,-1.531658638,0.02076644
599,-226.4962415,1.298154584,2.631723623,2.173585485,1.170467927,2.877746246,3.200842669,2.506003267,1.576379848
600,328.0266422,2.773270056,4.361879905,2.629749924,-0.548950241,3.124883387,4.849224285,1.273791995,2.538387191
601,248.2918137,-0.387301497,-0.88397891,-1.228484202,-0.11470229,1.273390088,-1.780764413,-0.196024138,-0.95925157
602,-2.239242334,-1.167121727,1.849985572,0.40109263,0.696386937,0.35753498,-6.021664304,-4.175024567,-2.66495094
603,101.5439707,-2.09818295,0.635722566,2.563736539,2.532070065,0.667444736,0.469767568,1.405446388,-0.285711397
604,-509.3669471,-1.672289968,-1.192963395,-0.255911466,-4.893190249,2.900375548,-0.353491106,-2.122281266,1.231359529
605,0,0.581332218,-6.365296455,-6.256057572,4.796572522,3.829453543,4.394821189,4.475648152,4.307610236
606,-8.679233048,1.506632624,12.10891289,8.657592559,-1.017951262,15.44557907,3.902885801,3.446907838,6.855899944
607,547.9428459,3.538368025,0.07738352,1.282579081,1.350358719,3.870123425,-0.276579915,2.557437201,1.650899573
608,-186.0702596,-0.615387373,-2.092347034,-4.01367592,-3.946942729,-4.103999803,-2.162210053,-4.39190361,-8.488264428
609,-301.7467065,-3.85092311,-3.383320527,1.116441358,-4.211381657,-4.43817638,-3.231250438,-4.18000005,-0.802332666
610,-5.640145598,11.30026752,5.853091588,1.454431922,13.76272301,12.77259592,13.99871143,16.52846512,7.448460097
611,-45.21893463,3.135504122,2.597359696,3.607244507,-2.445778487,1.866040044,0.838349114,0.216028036,0.306136399
612,-0.004795046,-0.306138682,0.50075857,1.583540305,2.322819686,1.053395186,-0.57024762,-0.269580346,1.362059192
613,6.219564057,-0.346943794,3.035958276,0.411908393,4.988213251,2.103627831,1.161382795,1.822131281,1.670822344
614,8.232790465,-3.502996369,-1.182085356,-1.589840361,-2.098932131,-1.07573445,-1.974504355,-2.346185737,-0.915384189
615,-2.077445344,0.929316998,3.128803158,1.128024634,1.484790588,1.744949785,0.033283003,-1.132525878,0.790912587
616,-8.889170862,-3.557450942,-3.83996127,2.859529113,-3.210610492,0.402955919,-1.461593206,-0.975045354,-0.234461843
617,-2.057223615,0.657761142,0.446545747,-0.551114147,1.863817479,-1.771196476,-4.706596256,-4.416599983,1.22683604
618,-1.834867666,-2.44704527,-4.810094929,-1.889738961,-0.309823332,-0.783835001,-0.661354061,1.838249872,2.42442202
619,-63.70468269,-0.138729379,1.321552453,-0.33342859,-0.225378555,-0.83405557,-0.337972776,-0.407030807,0.250485133
620,157.0945991,2.120300765,0.429166986,2.303555774,2.340864033,-0.084948989,1.758809745,1.552034686,0.966111135
621,-48.9407482,1.725808713,-2.030064948,-0.384282023,-1.520387102,-0.612804472,1.236060991,2.18898894,1.104170406
622,-97.39021554,1.862627673,4.147054303,0.256771243,-0.177083811,1.819647362,0.787773805,-3.868422334,-1.084123055
623,122.4032198,-0.825169744,1.301177488,3.177765809,2.861589157,2.178370917,1.228303735,-0.513690658,0.527618389
624,-490.694883,0.646390441,-1.251569682,-0.908989182,-1.648737644,-1.565719726,-0.791733658,-2.73481534,-2.577214447
625,-12.19687002,0.359688946,-1.349533168,-2.614914224,-0.108853368,-0.691686346,-0.196177273,-1.734007519,-0.64097066
626,-29.02489999,-3.494013175,-0.012320109,-1.107909239,-2.341568987,-2.82618844,-3.886251275,-2.892505237,-1.288391979
627,6.311152353,-6.178558008,-5.136066921,-2.630678507,-0.045246816,-6.584471828,-7.66326565,-4.137341899,-4.493921471
628,-4.487770125,-4.239770941,-1.128420136,-1.162160503,1.751723033,-1.393344036,-1.721920269,-1.172596085,-0.446476289
629,586.9551125,-3.755502088,-2.308447226,-2.811064428,-1.008492069,-3.847638735,0.491200409,-3.590178238,-6.799706866
630,-2.342537807,2.020547311,4.353836274,-3.311103526,-3.342086792,1.757798947,1.886432698,2.90696426,0.802452487
631,-4.489952885,-0.466239949,-4.517055714,-10.72184109,0.138738886,-3.536746046,-1.23091395,-4.366537883,-2.143702495
632,-1.723534998,-1.736331987,-4.76466227,1.608334137,-0.564762585,-4.555200198,-4.597633397,0.085701082,3.176283532
633,3.7210208,3.292726648,4.418183969,-2.660358663,9.12014385,1.588880133,2.014389544,2.358615648,3.042154576
634,20.67824516,-20.00496084,-15.12067969,-14.23855633,0.339417618,-24.39041593,-24.03215149,-16.73947584,-11.04118328
635,-340.2637123,-2.768006859,-0.729176943,-0.757896353,3.076436798,-0.343568461,-1.162140204,-1.195681508,0.765461003
636,-5.856834781,8.596446567,2.557939283,-6.903120218,15.48510738,3.219072542,-0.896813185,0.291006481,0.022335529
637,113.832621,0.304252156,-0.573398337,0.012604416,-0.876961497,-0.72311653,0.613067613,0.815027732,-0.892030986
638,-267.2863857,1.854126655,-0.435706801,-0.682164809,0.317806912,1.710779601,1.553919368,1.140521188,0.928351779
639,-338.0617389,-1.234451564,0.367294441,0.770740098,0.658585556,-0.345686398,0.0394646,-2.033330146,-0.578913393
640,6.077070925,0.831804082,-5.292893939,-0.187679862,0.325726981,-0.800831325,-6.295925294,0.052350977,-0.117948391
641,5.621740231,1.965001491,1.40075527,2.941223748,2.916808611,0.062362206,1.32810869,1.874767571,0.208799088
642,7.802886374,-2.802940913,1.644664768,-1.977835235,0.495780896,0.928974545,-0.835090233,-1.849665855,0.237214519
643,2.493483026,1.393433481,-2.587116254,-2.008974876,-2.054803185,-1.448632377,1.905330057,1.821174582,1.646207778
644,-20.80836628,12.94583219,-1.126619965,5.465965139,-4.31763765,1.946190276,1.599891905,4.610218701,-2.765523954
645,-12.31486585,0.745328658,3.72497678,0.067961741,-0.493935359,1.552522751,3.926052946,7.978457624,1.326923171
646,-37.70915163,-3.90577125,6.510564058,11.8360401,-1.730852552,3.17581583,-1.500981041,5.98250381,-0.183382358
647,-12.40961626,5.428436608,-1.221156275,9.784662397,-0.092638048,-2.447936472,8.039716558,12.05679001,12.11048491
648,-4.213754749,-0.507981307,1.788305717,5.178970497,6.642789048,4.524210396,5.67855593,6.92996724,3.759352026
649,22.20577056,4.516316651,4.260918586,9.976347407,8.071359853,6.3869065,-0.105956812,3.022422048,5.252517162
650,-10.48533633,-9.313889504,-11.08345846,-6.319809051,-1.371251885,-5.844614663,-6.116760763,-9.65202422,-6.62602122
651,-4.997253719,-0.615762327,4.314546116,4.747948049,4.883042241,4.921853951,2.321816987,3.702589625,3.680965758
652,0,0.181836508,-3.871929937,2.286473511,1.933522677,-1.51189898,1.33813969,0.720473357,-0.688426948
653,-28.97197757,8.548225992,-3.010174015,-19.9678639,-19.59076528,2.116024668,9.52721443,21.43944338,10.46671975
654,-1.939697208,-0.677658478,0.913954964,1.358689093,0.264325992,-0.309186816,-1.703559151,-0.013934601,-0.226744842
655,-5.898730532,1.642379173,-1.376266939,2.412830437,-1.932777568,-1.068927244,0.392641289,1.638816263,0.198153386
656,-3.621933104,-0.707057704,-7.564953811,-1.739854412,1.884466541,0.13799827,2.666985922,1.406738281,5.069983808
657,8.066990839,-1.705022885,0.221029514,-1.042677148,-4.750462222,-3.613764857,-2.122927943,-5.171905407,-8.078519091
658,-7.638493891,1.587356044,-0.982983379,-5.871871191,-1.959091264,-1.259140692,-1.852765411,0.977626166,-1.884126269
659,-4.679033482,5.289920601,6.09963956,3.174974688,0.576971844,6.524239114,6.511848149,5.590012882,7.431063215
660,-0.11200061,-0.408147752,0.4155542,-0.39622528,0.313929003,-0.061393917,-0.51704611,-0.706222759,-0.17738265
661,-54.61149043,-0.837062304,-1.223743075,-1.076060603,-1.298333642,-1.50139536,-0.706558589,-0.872413965,-1.150479977
662,-267.2604549,0.221369625,-0.887602641,-0.441863726,0.349324557,-0.232068898,0.5861716,1.055264291,0.231882154
663,-82.89857108,0.062413792,-0.579516199,0.203612971,0.842358828,-0.620876315,-0.592927693,0.143348925,0.814120365
664,6.253800542,0.468394993,1.820533549,2.520136152,1.401059771,2.834209927,-0.405910863,-0.679241507,0.866536601
665,25.29203612,-1.897543642,-3.481504847,-3.464982103,-3.624413799,-1.045883591,-2.113096839,-0.905205009,-1.351828201
666,-29.02228455,0.817683546,1.056847773,0.924216025,-0.386067237,-0.692573841,-1.454502019,-2.419858787,0.044304312
667,-6.181172611,3.007551798,2.570891368,2.793058266,1.68509189,6.747767463,4.318175725,2.539771899,4.114611745
668,-30.53389759,0.8917143,2.896919985,0.894020082,0.528221332,0.638840581,1.72548997,1.081769966,1.177993566
669,43.78049672,-2.147602818,0.899344467,-2.778157799,-2.424128752,0.463356354,-1.997345023,-3.289016373,-1.362159087
670,-3.122198833,1.32461362,3.129263368,-0.637969981,0.634444275,-0.344609521,2.61995556,0.296961295,0.416342049
671,-32.83690507,2.109731604,-0.887869937,3.111533866,3.206146454,2.984453994,-0.384220228,2.712561549,2.994796152
672,-50.87789327,0.8426597,-4.532653856,-1.321938004,3.170934993,0.108136258,4.145532896,3.542638488,7.828535509
673,25.10408328,2.985676999,-0.36470402,2.773932449,3.617339235,-1.157129014,2.625879795,1.519706623,-4.089430216
674,-105.0035204,-23.34827955,-15.13211892,-17.741295,-24.62759114,-4.710313338,-18.1312332,-9.22483228,6.350360214
675,-35.87121327,2.204054026,-0.418898601,-2.17401272,2.470550477,-2.74345238,-2.80711473,0.561332364,-3.468149366
676,43.94259333,-1.881897868,-1.460734596,-3.156191732,-0.37615408,0.006427176,-3.08167977,-4.500817989,-6.953768039
677,-37.65766517,-1.519734719,-3.030417025,-2.979451179,-4.278173528,-3.914020253,2.273378425,0.897097914,0.882543174
678,39.12768978,-5.977195627,-3.502300089,-8.334146772,-0.45265401,-6.327075605,-3.445165378,-3.974881526,-0.637589565
679,14.925265,-10.93764962,-11.82565785,-1.247703912,5.212788831,-5.71441466,-9.308566437,-3.218270489,5.542996677
680,-50.47748442,20.34405599,23.79713844,22.93062822,9.059775697,23.48703786,17.27471539,25.45894789,2.498156071
681,-241.2136493,-11.24460559,19.67501666,18.05995525,-21.14899784,17.9911667,18.57607102,18.9305221,6.253070123
682,-2.200319913,1.507734617,1.324381904,-2.223347947,1.622981935,0.868771542,1.589524239,3.363945923,-3.083434524
683,-28.86936846,0.194837315,-2.707819924,-4.74256331,0.320231753,0.16204476,0.740149755,3.174992807,1.930354401
684,-28.55832754,11.32894258,3.503711008,11.30795246,4.919985249,3.834995841,4.814565783,-5.217779053,8.563937283
685,-26.27439494,7.430837175,4.5657457,11.95319322,-6.935476796,9.190540695,10.74433617,-2.92445496,3.345416755
686,-2.209761055,-0.822164923,0.573590613,-2.393742653,0.942435406,-1.767943057,-1.394735073,-0.06118054,0.385824171
687,-26.58650287,11.78244793,0.066555743,5.72332636,3.695662359,3.659694469,0.518942096,4.873020363,1.617262559
688,-16.46212045,1.546547053,0.347995297,-4.60702784,-0.901432332,4.793924366,3.072462208,1.770077899,4.653377069
689,25.49795956,8.62357279,6.973754302,3.36039368,8.131764247,2.753522319,11.18947683,5.665543823,-9.246941327
690,-7.137445662,0.138416607,1.128815207,-7.829072278,-3.650804811,-1.216109292,-2.312080953,-1.033531411,1.266942728
691,-13.85904461,3.245204279,4.073137939,6.162599001,-1.080716533,3.820693549,2.90048991,-0.141754015,5.813260352
692,-27.5209305,-8.773315412,-9.158390009,3.39290466,-0.508955289,-5.199986507,-4.865296042,0.593615098,8.028974706
693,-18.41015057,0.384828713,1.016062552,1.886876042,1.534107895,-1.017045093,0.914114862,0.053046139,0.413005343
694,-10.27417382,-1.472962937,-0.723160198,-0.972891548,-8.11612753,-1.12896237,-3.122425719,-5.564447117,0.863087067
695,-13.92577476,0.398704937,-9.249867975,12.56653324,-18.2831423,11.97363738,-0.93917661,26.20506359,22.1926747
696,-5.079716876,-2.674063385,-12.33666871,-15.44905261,1.970030075,-13.79254485,-11.0408069,-7.533164527,-10.46796803
697,-4.956321394,4.373651123,-2.507233212,-1.350606906,1.025150422,-6.340233285,7.778583036,5.915574175,-1.722018015
698,227.8708203,-1.819059686,-0.097410623,-0.352658853,-0.463553004,-0.138430767,-1.668025664,-0.431906891,-0.322306059
699,-1.75657483,-2.669479455,3.80254812,-0.461849869,-1.305720106,-1.884400239,-0.183381315,-0.13617617,-1.284746655
700,-36.04897242,0.235981112,2.054451705,2.704658479,1.863670401,1.453909364,3.630744883,1.409727266,1.670078663
701,-164.7163225,0.839033002,0.483239091,0.466980704,-0.735590768,0.721246675,1.173272562,0.254387409,0.187155145
702,-68.26368291,4.007951843,0.375880521,2.029506078,1.426261219,3.128460229,1.496251858,1.69062216,1.944092666
703,-2.925446246,0.636449312,-0.840647588,-1.736035106,-0.716732095,-0.495530215,-1.037178069,-0.15863714,0.238201951
704,-4.292165046,-4.595533008,3.451603161,6.494813151,3.454360368,2.181100548,4.929072546,0.88202483,-1.529823042
705,69.54191464,3.260029379,-3.670471963,1.511149125,-0.648387159,1.261948311,2.866726059,1.637953775,1.746566703
706,84.37747645,1.761140164,0.803735356,-0.0547942,-0.571570159,1.414170172,-0.940897711,-1.440258247,0.739201711
707,-325.7003656,1.443586455,0.290800374,0.101451442,0.442292254,-0.499551656,3.23380791,3.280452717,1.391308599
708,121.86606,-0.997607406,-0.78489806,-0.77806131,-0.496793184,-0.47326958,-0.514793766,0.046212106,-0.171956583
709,77.67152459,1.043663343,-0.147927433,-0.692468302,0.351159516,-0.216797497,0.656160985,0.093914261,-0.738466359
710,-15.62284934,-0.811291155,0.670199815,-0.345131597,-1.066048353,-0.277710343,-0.730453634,-0.469215306,-0.350223064
711,62.57266981,-0.852667506,-1.796000931,0.399622541,1.210660331,1.314823731,-0.953143991,0.874585973,0.655343311
712,-165.8756421,-1.456944478,-0.628913525,-0.876538066,0.112317354,0.106775422,1.397265017,0.284442476,-0.534482612
713,-11.99956802,-2.950361867,0.750592009,-1.415326473,-2.177216896,0.437932475,-3.846887825,-3.734007453,-1.321934628
714,3.364460308,-0.084257787,1.769453071,-0.49728366,-0.959050923,-1.888954361,-0.536798432,-1.181241746,0.217244453
715,10.66591503,-1.430627182,8.551625884,-2.84811334,7.946406343,6.244061474,8.426280451,4.806460028,3.535579691
716,-24.20367893,2.067396872,7.025774177,1.316080282,-8.993932068,-4.33694297,10.25915228,-15.03622042,-3.660907255
717,-6.963419854,-3.563314831,-12.53646832,-18.16718234,-3.705962044,-1.464784732,-7.487502263,-12.86249286,-7.895786414
718,-6.89781381,-5.551253643,-14.59689528,2.567071619,0.165346242,-9.67955875,-9.932059301,-28.2028499,-2.282106852
719,-28.54898678,-31.44225275,-6.495672687,4.507186985,-19.79195248,-17.74593809,-12.23787902,-14.47623595,-20.33168345
720,9.135843618,0.657725354,-2.731494477,-0.171883344,-0.095242728,-1.929491216,-0.977679049,-5.108256395,-2.356134392
721,-20.48647776,6.412736558,5.5347419,3.722791928,1.363575352,6.785447589,8.481058862,6.83425849,5.468334659
722,-3.097522793,5.377522517,-1.189035915,-3.176053022,-1.038611068,-0.291896935,-0.589458386,-1.113901089,2.765671219
723,-5.274012021,-4.568194328,3.003942961,1.746094928,-3.082920048,0.52291854,-2.003262078,-0.422256856,-3.137261001
724,-3.617750284,-4.5187418,5.854403674,-4.734060458,-8.483034341,1.199023894,-6.279198582,-2.002872453,-5.070038902
725,2.904206355,1.548983233,2.894861941,3.505955047,0.037503196,2.94635857,1.388285278,-0.368037425,1.939800036
726,-5.437759187,2.468884446,1.698265528,3.020842102,1.488671172,2.87615257,3.043453875,1.099888614,3.712976496
727,-6.67412,3.413021481,0.602189377,4.447559337,3.891871978,1.974474841,-3.269099233,-1.44211491,2.878050348
728,-2.951302027,4.946972614,1.405469564,1.777069861,3.893870043,0.609544789,4.140999977,2.858759646,-0.684630679
729,-2.48445259,-4.203951622,-4.49460651,-0.148088156,0.858714185,-0.638838624,2.530927482,1.413523742,0.648394651
730,18.39763355,-0.898913174,1.806266349,-1.033380274,-1.306328749,0.02935603,0.104937448,-0.045570554,0.099237887
731,-268.3083884,-4.527064978,-0.296937805,-0.647101397,-1.607053717,-2.510328744,-1.431465837,-2.850692699,-6.707867141
732,-1.898013258,-1.659217436,-1.968547814,-2.174039546,0.014970298,-1.912786858,1.084441749,-0.453904478,1.316943095
733,-74.92109945,0.014242697,-0.348391322,0.693276274,-0.074645491,0.64749749,-0.183074266,0.5412908,0.891270121
734,278.0714761,-1.792496899,0.00031965,0.088365021,0.246306936,-0.652811983,-0.679273039,-0.630004799,-0.858437777
735,-178.3074875,0.184744084,1.261605866,0.755999396,3.037299063,0.343616918,-0.089700538,0.687831678,1.581099312
736,4.628715727,-3.058144225,0.679470428,-0.561692809,-0.147935682,-2.696063537,-0.546856466,-0.714212462,-1.717676774
737,-1.232291003,-0.232820481,1.04184629,0.041507402,1.047932097,1.678515764,1.717399352,1.68151667,0.426314954
738,-121.7741512,-0.169785471,-0.412343126,-0.662060616,0.728872444,0.171811652,1.348792494,1.269328947,0.251463929
739,-482.4453263,0.227760647,0.956754172,0.561586631,-0.400989999,-0.433674934,-1.221547379,-0.738628489,-1.14383542
740,-4.080550697,2.528025612,-0.844958494,-0.437823955,0.15490905,1.874828125,2.268769264,2.772665368,2.248501657
741,-3.91E-15,-0.7373893,0.384878253,1.934784334,1.541199419,0.290090051,-0.709203893,2.134757182,-1.647413759
742,-5.200435671,1.693782236,5.328876107,3.768776942,3.888706588,4.380273356,1.719306331,-2.938815079,3.660118397
743,198.6817258,1.071183114,1.990577696,2.41532058,4.239579897,1.663983852,1.068020525,1.860408528,2.04345561
